Raw or SAHI,Confidence,Sahi Slice Ratio,Class,Success Rate,Sahi Raw Input
raw,0.18,0,bus,0.7682641843994452,2
raw,0.19,0,bus,0.7682641843994452,2
raw,0.2,0,bus,0.7682641843994452,2
raw,0.21,0,bus,0.7682641843994452,2
raw,0.22,0,bus,0.7682641843994452,2
raw,0.23,0,bus,0.7682641843994452,2
raw,0.24,0,bus,0.7682641843994452,2
raw,0.25,0,bus,0.7682641843994452,2
raw,0.26,0,bus,0.7682641843994452,2
raw,0.27,0,bus,0.7756715918068526,2
raw,0.28,0,bus,0.7756715918068526,2
raw,0.29,0,bus,0.7756715918068526,2
raw,0.3,0,bus,0.7756715918068526,2
raw,0.31,0,bus,0.7756715918068526,2
raw,0.32,0,bus,0.7756715918068526,2
raw,0.33,0,bus,0.7756715918068526,2
raw,0.34,0,bus,0.7756715918068526,2
raw,0.35,0,bus,0.7756715918068526,2
raw,0.36,0,bus,0.7756715918068526,2
raw,0.37,0,bus,0.7756715918068526,2
raw,0.38,0,bus,0.78307899921426,2
raw,0.39,0,bus,0.78307899921426,2
raw,0.4,0,bus,0.78307899921426,2
raw,0.41,0,bus,0.78307899921426,2
raw,0.42,0,bus,0.78307899921426,2
raw,0.43,0,bus,0.78307899921426,2
raw,0.44,0,bus,0.78307899921426,2
raw,0.45,0,bus,0.78307899921426,2
raw,0.46,0,bus,0.78307899921426,2
raw,0.47,0,bus,0.78307899921426,2
raw,0.48,0,bus,0.78307899921426,2
raw,0.49,0,bus,0.78307899921426,2
raw,0.5,0,bus,0.78307899921426,2
raw,0.51,0,bus,0.78307899921426,2
raw,0.52,0,bus,0.78307899921426,2
raw,0.53,0,bus,0.7669725813630022,2
raw,0.54,0,bus,0.7669725813630022,2
raw,0.55,0,bus,0.7669725813630022,2
raw,0.56,0,bus,0.7743799887704096,2
raw,0.57,0,bus,0.7576487458055375,2
raw,0.58,0,bus,0.765056153212945,2
raw,0.59,0,bus,0.7432153680234466,2
raw,0.6,0,bus,0.750622775430854,2
raw,0.61,0,bus,0.7654375902456688,2
raw,0.62,0,bus,0.7654375902456688,2
raw,0.63,0,bus,0.7728449976530761,2
raw,0.64,0,bus,0.7515783359842929,2
raw,0.65,0,bus,0.7515783359842929,2
raw,0.66,0,bus,0.7589857433917003,2
raw,0.67,0,bus,0.7663931507991077,2
raw,0.68,0,bus,0.7663931507991077,2
raw,0.69,0,bus,0.7663931507991077,2
raw,0.7,0,bus,0.7663931507991077,2
raw,0.71,0,bus,0.7453283563637877,2
raw,0.72,0,bus,0.7237903809430563,2
raw,0.73,0,bus,0.7237903809430563,2
raw,0.74,0,bus,0.7071228916144018,2
raw,0.75,0,bus,0.7071228916144018,2
raw,0.76,0,bus,0.693038950465142,2
raw,0.77,0,bus,0.693038950465142,2
raw,0.78,0,bus,0.6716480303395589,2
raw,0.79,0,bus,0.6502876427291393,2
raw,0.8,0,bus,0.6502876427291393,2
raw,0.81,0,bus,0.6283206828340975,2
raw,0.82,0,bus,0.6144199622286507,2
raw,0.83,0,bus,0.6218273696360581,2
raw,0.84,0,bus,0.5857774411496793,2
raw,0.85,0,bus,0.5247041404037289,2
raw,0.86,0,bus,0.5052406632593806,2
raw,0.87,0,bus,0.5052406632593806,2
raw,0.88,0,bus,0.5052406632593806,2
raw,0.89,0,bus,0.4417105780445534,2
raw,0.9,0,bus,0.4491179854519608,2
raw,0.91,0,bus,0.36585621767147625,2
raw,0.92,0,bus,0.3223484603641191,2
raw,0.93,0,bus,0.23802595593914774,2
raw,0.94,0,bus,0.13077162247302926,2
raw,0.95,0,bus,0.043738884178927795,2
raw,0.96,0,bus,0.0,2
raw,0.97,0,bus,0.0,2
raw,0.98,0,bus,0.0,2
raw,0.99,0,bus,0.0,2
raw,0.0,0,tren,-0.3333333333333333,2
raw,0.01,0,tren,-0.3333333333333333,2
raw,0.02,0,tren,-0.3333333333333333,2
raw,0.03,0,tren,-0.2222222222222222,2
raw,0.04,0,tren,-0.2222222222222222,2
raw,0.05,0,tren,-0.2222222222222222,2
raw,0.06,0,tren,-0.2222222222222222,2
raw,0.07,0,tren,-0.2222222222222222,2
raw,0.08,0,tren,-0.2222222222222222,2
raw,0.09,0,tren,-0.2222222222222222,2
raw,0.1,0,tren,-0.2222222222222222,2
raw,0.11,0,tren,-0.2222222222222222,2
raw,0.12,0,tren,-0.2222222222222222,2
raw,0.13,0,tren,-0.2222222222222222,2
raw,0.14,0,tren,-0.2222222222222222,2
raw,0.15,0,tren,-0.2222222222222222,2
raw,0.16,0,tren,-0.2222222222222222,2
raw,0.17,0,tren,-0.2222222222222222,2
raw,0.18,0,tren,-0.2222222222222222,2
raw,0.19,0,tren,-0.2222222222222222,2
raw,0.2,0,tren,-0.2222222222222222,2
raw,0.21,0,tren,-0.2222222222222222,2
raw,0.22,0,tren,-0.2222222222222222,2
raw,0.23,0,tren,-0.2222222222222222,2
raw,0.24,0,tren,-0.2222222222222222,2
raw,0.25,0,tren,-0.2222222222222222,2
raw,0.26,0,tren,-0.2222222222222222,2
raw,0.27,0,tren,-0.2222222222222222,2
raw,0.28,0,tren,-0.2222222222222222,2
raw,0.29,0,tren,-0.2222222222222222,2
raw,0.3,0,tren,-0.2222222222222222,2
raw,0.31,0,tren,-0.2222222222222222,2
raw,0.32,0,tren,-0.2222222222222222,2
raw,0.33,0,tren,-0.2222222222222222,2
raw,0.34,0,tren,-0.2222222222222222,2
raw,0.35,0,tren,-0.2222222222222222,2
raw,0.36,0,tren,-0.2222222222222222,2
raw,0.37,0,tren,-0.2222222222222222,2
raw,0.38,0,tren,-0.2222222222222222,2
raw,0.39,0,tren,-0.2222222222222222,2
raw,0.4,0,tren,-0.2222222222222222,2
raw,0.41,0,tren,-0.2222222222222222,2
raw,0.42,0,tren,-0.2222222222222222,2
raw,0.43,0,tren,-0.2222222222222222,2
raw,0.44,0,tren,-0.2222222222222222,2
raw,0.45,0,tren,-0.2222222222222222,2
raw,0.46,0,tren,-0.2222222222222222,2
raw,0.47,0,tren,-0.2222222222222222,2
raw,0.48,0,tren,-0.2222222222222222,2
raw,0.49,0,tren,-0.2222222222222222,2
raw,0.5,0,tren,-0.2222222222222222,2
raw,0.51,0,tren,-0.2222222222222222,2
raw,0.52,0,tren,-0.2222222222222222,2
raw,0.53,0,tren,-0.2222222222222222,2
raw,0.54,0,tren,-0.2222222222222222,2
raw,0.55,0,tren,-0.2222222222222222,2
raw,0.56,0,tren,-0.2222222222222222,2
raw,0.57,0,tren,-0.2222222222222222,2
raw,0.58,0,tren,-0.2222222222222222,2
raw,0.59,0,tren,-0.2222222222222222,2
raw,0.6,0,tren,-0.2222222222222222,2
raw,0.61,0,tren,-0.2222222222222222,2
raw,0.62,0,tren,-0.2222222222222222,2
raw,0.63,0,tren,-0.2222222222222222,2
raw,0.64,0,tren,-0.2222222222222222,2
raw,0.65,0,tren,-0.2222222222222222,2
raw,0.66,0,tren,-0.2222222222222222,2
raw,0.67,0,tren,-0.2222222222222222,2
raw,0.68,0,tren,-0.1111111111111111,2
raw,0.69,0,tren,-0.1111111111111111,2
raw,0.7,0,tren,-0.1111111111111111,2
raw,0.71,0,tren,-0.1111111111111111,2
raw,0.72,0,tren,0.0,2
raw,0.73,0,tren,0.0,2
raw,0.74,0,tren,0.0,2
raw,0.75,0,tren,0.0,2
raw,0.76,0,tren,0.0,2
raw,0.77,0,tren,0.0,2
raw,0.78,0,tren,0.0,2
raw,0.79,0,tren,0.0,2
raw,0.8,0,tren,0.0,2
raw,0.81,0,tren,0.0,2
raw,0.82,0,tren,0.0,2
raw,0.83,0,tren,0.0,2
raw,0.84,0,tren,0.0,2
raw,0.85,0,tren,0.0,2
raw,0.86,0,tren,0.0,2
raw,0.87,0,tren,0.0,2
raw,0.88,0,tren,0.0,2
raw,0.89,0,tren,0.0,2
raw,0.9,0,tren,0.0,2
raw,0.91,0,tren,0.0,2
raw,0.92,0,tren,0.0,2
raw,0.93,0,tren,0.0,2
raw,0.94,0,tren,0.0,2
raw,0.95,0,tren,0.0,2
raw,0.96,0,tren,0.0,2
raw,0.97,0,tren,0.0,2
raw,0.98,0,tren,0.0,2
raw,0.99,0,tren,0.0,2
raw,0.0,0,ins,0.3922849641550923,2
raw,0.01,0,ins,0.3922849641550923,2
raw,0.02,0,ins,0.4850847950765793,2
raw,0.03,0,ins,0.5212400117818035,2
raw,0.04,0,ins,0.5442612711789434,2
raw,0.05,0,ins,0.5625816520038298,2
raw,0.06,0,ins,0.5740744307807089,2
raw,0.07,0,ins,0.584707599803438,2
raw,0.08,0,ins,0.5941978279542248,2
raw,0.09,0,ins,0.5996078798629225,2
raw,0.1,0,ins,0.6039392279950289,2
raw,0.11,0,ins,0.6101096341150606,2
raw,0.12,0,ins,0.6142605094083289,2
raw,0.13,0,ins,0.6194942217346238,2
